Zip,Price,Area,Room,PriceSqm
1102 VG,225000.0,60,2,3750.0
1018 VG,545000.0,61,2,8934.426229508197
1017 KP,550000.0,66,2,8333.333333333334
1102 TD,225000.0,43,2,5232.558139534884
1106 DS,320000.0,83,3,3855.421686746988
1055 DE,360000.0,49,3,7346.938775510204
1021 NN,475000.0,113,4,4203.539823008849
1056 BB,425000.0,62,3,6854.8387096774195
1082 GN,395000.0,81,3,4876.543209876543
1102 VJ,265000.0,71,3,3732.394366197183
1102 TT,230000.0,53,2,4339.622641509434
1032 HN,750000.0,116,4,6465.517241379311
1054 KT,1000000.0,122,5,8196.72131147541
1073 EE,825000.0,112,5,7366.071428571428
1077 KL,425000.0,67,2,6343.2835820895525
1094 SW,369000.0,56,2,6589.285714285715
1091 LJ,300000.0,46,3,6521.739130434783
1032 GT,389000.0,61,1,6377.049180327869
1065 XW,300000.0,59,3,5084.745762711865
1078 EZ,800000.0,123,6,6504.065040650406
1095 MA,600000.0,120,4,5000.0
1024 VG,300000.0,65,3,4615.384615384615
1076 LJ,415000.0,54,2,7685.185185185185
1024 VG,325000.0,77,4,4220.779220779221
1025 LS,775000.0,117,4,6623.931623931624
1087 KH,750000.0,158,6,4746.835443037975
1092 VZ,650000.0,102,4,6372.549019607844
1095 MP,600000.0,108,4,5555.555555555556
1052 HB,325000.0,46,2,7065.217391304348
1094 BC,385000.0,49,3,7857.142857142857
1016 GD,875000.0,96,5,9114.583333333334
1015 KG,500000.0,52,2,9615.384615384615
1023 CS,900000.0,120,5,7500.0
1034 WT,350000.0,83,3,4216.8674698795185
1108 CN,350000.0,118,5,2966.101694915254
1059 XL,450000.0,62,2,7258.064516129032
1068 CM,325000.0,88,4,3693.181818181818
1063 BL,200000.0,27,2,7407.407407407408
1056 HD,575000.0,80,3,7187.5
1068 NJ,325000.0,81,3,4012.3456790123455
1074 XP,400000.0,47,2,8510.63829787234
1019 GP,365000.0,59,2,6186.440677966101
1067 ML,350000.0,88,3,3977.2727272727275
1065 JM,300000.0,73,4,4109.58904109589
1104 GZ,375000.0,90,4,4166.666666666667
1091 MR,415000.0,61,3,6803.2786885245905
1064 PB,300000.0,65,4,4615.384615384615
1057 KB,625000.0,75,3,8333.333333333334
1107 LD,315000.0,102,5,3088.235294117647
1052 TV,325000.0,44,2,7386.363636363636
1053 TP,370000.0,46,2,8043.478260869565
1021 VL,298000.0,43,2,6930.232558139535
1094 EG,375000.0,56,3,6696.428571428572
1063 JK,325000.0,81,3,4012.3456790123455
1095 VA,325000.0,42,2,7738.0952380952385
1052 LX,375000.0,54,2,6944.444444444444
1063 AH,295000.0,46,2,6413.04347826087
1013 JK,375000.0,44,2,8522.727272727272
1067 GM,295000.0,65,4,4538.461538461538
1087 VJ,275000.0,48,2,5729.166666666667
1078 CJ,345000.0,47,2,7340.425531914893
1055 SC,500000.0,82,3,6097.5609756097565
1057 RX,390000.0,58,2,6724.137931034483
1093 CN,400000.0,58,2,6896.551724137931
1104 PH,250000.0,70,3,3571.4285714285716
1073 VP,625000.0,72,4,8680.555555555555
1087 DK,550000.0,97,3,5670.103092783505
1019 LG,585000.0,87,3,6724.137931034483
1107 WH,425000.0,142,6,2992.957746478873
1025 ZP,300000.0,85,3,3529.4117647058824
1052 TS,300000.0,45,2,6666.666666666667
1107 LC,275000.0,73,2,3767.123287671233
1013 BR,525000.0,69,3,7608.695652173913
1058 XE,725000.0,88,4,8238.636363636364
1013 JK,350000.0,48,2,7291.666666666667
1068 RL,275000.0,57,2,4824.561403508772
1066 TB,450000.0,97,4,4639.1752577319585
1057 PV,325000.0,47,3,6914.893617021276
1015 JN,425000.0,48,2,8854.166666666666
1081 EP,300000.0,44,2,6818.181818181818
1106 JC,330000.0,108,5,3055.5555555555557
1102 XP,215000.0,43,2,5000.0
1053 WX,695000.0,88,3,7897.727272727273
1018 BT,750000.0,108,3,6944.444444444444
1087 LD,400000.0,79,3,5063.291139240507
1052 HN,585000.0,82,3,7134.1463414634145
1091 SB,395000.0,44,2,8977.272727272728
1024 AV,250000.0,84,3,2976.190476190476
1057 GH,725000.0,103,3,7038.834951456311
1069 LE,275000.0,92,4,2989.1304347826085
1018 VK,700000.0,107,3,6542.056074766355
1104 PC,260000.0,83,4,3132.5301204819275
1107 PX,275000.0,83,3,3313.253012048193
1056 VX,535000.0,75,4,7133.333333333333
1061 BJ,465000.0,94,4,4946.808510638298
1054 BS,490000.0,62,3,7903.225806451613
1067 RG,375000.0,69,4,5434.782608695652
1058 CA,425000.0,58,3,7327.586206896552
1103 LM,265000.0,109,5,2431.1926605504586
1057 ZN,425000.0,58,3,7327.586206896552
1024 BE,525000.0,122,5,4303.2786885245905
1059 TL,625000.0,77,4,8116.883116883117
1067 RC,380000.0,77,4,4935.064935064935
1077 ZC,950000.0,148,7,6418.918918918919
1053 KD,350000.0,41,2,8536.585365853658
1065 XW,325000.0,70,4,4642.857142857143
1053 XP,550000.0,74,2,7432.4324324324325
1025 AP,300000.0,85,4,3529.4117647058824
1033 ZP,245000.0,50,2,4900.0
1096 GJ,230000.0,28,1,8214.285714285714
1057 PX,395000.0,53,3,7452.830188679245
1072 XT,365000.0,40,2,9125.0
1072 PH,698000.0,89,5,7842.696629213483
1068 ZV,495000.0,117,6,4230.7692307692305
1062 JN,375000.0,80,4,4687.5
1068 EM,375000.0,88,3,4261.363636363636
1086 ZM,1200000.0,231,8,5194.805194805195
1055 LW,425000.0,71,3,5985.915492957746
1078 KN,730000.0,89,3,8202.247191011236
1055 NS,325000.0,48,4,6770.833333333333
1103 TT,275000.0,78,3,3525.641025641026
1017 ET,535000.0,67,2,7985.074626865671
1055 NX,375000.0,57,3,6578.9473684210525
1093 NK,775000.0,126,5,6150.793650793651
1063 NK,375000.0,78,3,4807.692307692308
1059 AK,400000.0,54,3,7407.407407407408
1092 BP,300000.0,40,2,7500.0
1104 DH,375000.0,104,3,3605.769230769231
1104 VA,295000.0,91,3,3241.7582417582416
1082 CB,345000.0,57,2,6052.631578947368
1104 MN,260000.0,71,3,3661.9718309859154
1107 AN,225000.0,56,2,4017.8571428571427
1057 RK,425000.0,50,2,8500.0
1087 DM,475000.0,90,3,5277.777777777777
1068 PM,425000.0,108,3,3935.185185185185
1016 GX,1170000.0,121,2,9669.421487603306
1092 VG,520000.0,69,3,7536.231884057971
1065 XK,350000.0,68,4,5147.058823529412
1103 KW,289500.0,108,5,2680.5555555555557
1066 WE,480000.0,127,5,3779.527559055118
1034 EZ,325000.0,84,4,3869.0476190476193
1068 RL,250000.0,57,2,4385.964912280701
1067 EM,350000.0,87,3,4022.9885057471265
1086 ZV,600000.0,110,4,5454.545454545455
1024 NB,350000.0,87,3,4022.9885057471265
1074 CV,525000.0,70,3,7500.0
1019 NE,500000.0,89,3,5617.9775280898875
1018 WA,700000.0,106,3,6603.773584905661
1106 DB,300000.0,90,4,3333.3333333333335
1025 ZM,175000.0,28,1,6250.0
1064 CR,365000.0,78,4,4679.48717948718
1019 HT,,107,3,
1067 BG,375000.0,84,4,4464.285714285715
1051 KN,425000.0,74,3,5743.243243243243
1017 XX,1320000.0,230,8,5739.130434782609
1035 JR,469000.0,109,3,4302.752293577982
1051 GV,270000.0,38,1,7105.263157894737
1017 SX,325000.0,44,3,7386.363636363636
1036 LG,650000.0,113,6,5752.212389380531
1018 NM,550000.0,90,3,6111.111111111111
1097 BA,1150000.0,163,7,7055.21472392638
1051 GX,385000.0,50,2,7700.0
1056 XD,325000.0,43,2,7558.139534883721
1064 NX,750000.0,155,6,4838.709677419355
1021 CK,465000.0,73,4,6369.86301369863
1060 RE,300000.0,67,3,4477.611940298508
1024 BD,250000.0,84,3,2976.190476190476
1058 AR,500000.0,64,3,7812.5
1053 LH,875000.0,108,4,8101.851851851852
1058 HE,399000.0,62,2,6435.4838709677415
1019 BZ,925000.0,145,4,6379.310344827586
1079 RK,875000.0,123,4,7113.821138211382
1079 RK,930000.0,123,4,7560.975609756098
1018 AK,725000.0,101,4,7178.217821782178
1055 AD,575000.0,119,3,4831.9327731092435
1087 KH,600000.0,132,4,4545.454545454545
1060 SC,600000.0,146,7,4109.58904109589
1104 MN,265000.0,72,3,3680.5555555555557
1052 HB,350000.0,46,3,7608.695652173913
1064 EB,340000.0,78,3,4358.974358974359
1061 DM,350000.0,58,3,6034.482758620689
1091 VE,430000.0,56,2,7678.571428571428
1036 KD,975000.0,180,5,5416.666666666667
1079 LM,500000.0,84,3,5952.380952380952
1053 RW,850000.0,123,7,6910.569105691057
1018 CC,645000.0,89,3,7247.191011235955
1074 XP,425000.0,49,3,8673.469387755102
1072 JX,1090000.0,149,3,7315.436241610738
1086 VG,895000.0,184,6,4864.130434782609
1034 GA,465000.0,104,3,4471.153846153846
1079 BN,700000.0,79,3,8860.759493670887
1081 GG,325000.0,55,2,5909.090909090909
1019 AZ,695000.0,107,4,6495.327102803738
1074 CJ,825000.0,97,4,8505.154639175258
1068 JN,280000.0,64,3,4375.0
1068 KN,550000.0,160,6,3437.5
1024 PN,325000.0,77,3,4220.779220779221
1033 DL,325000.0,77,3,4220.779220779221
1107 SM,275000.0,111,5,2477.4774774774774
1055 RL,340000.0,46,2,7391.304347826087
1057 DH,550000.0,72,3,7638.888888888889
1019 NA,500000.0,84,3,5952.380952380952
1033 RD,750000.0,111,4,6756.756756756757
1061 BJ,499000.0,92,4,5423.913043478261
1016 HP,1750000.0,212,4,8254.716981132075
1053 BE,1250000.0,202,6,6188.118811881188
1055 EL,319000.0,50,2,6380.0
1071 LS,1100000.0,147,4,7482.993197278912
1079 VM,325000.0,47,2,6914.893617021276
1066 TA,475000.0,109,4,4357.798165137615
1068 CP,300000.0,88,2,3409.090909090909
1025 TH,265000.0,66,2,4015.151515151515
1069 LK,399500.0,99,3,4035.3535353535353
1060 NP,725000.0,173,7,4190.751445086706
1055 SX,625000.0,95,5,6578.9473684210525
1017 NJ,399000.0,40,2,9975.0
1055 GL,445000.0,66,3,6742.424242424242
1087 KG,550000.0,145,3,3793.103448275862
1058 XJ,675000.0,84,4,8035.714285714285
1082 RA,325000.0,84,3,3869.0476190476193
1055 KR,600000.0,82,4,7317.073170731707
1058 CA,375000.0,57,3,6578.9473684210525
1079 HV,575000.0,82,4,7012.195121951219
1064 CR,475000.0,79,3,6012.658227848101
1091 MZ,500000.0,62,3,8064.5161290322585
1102 EE,275000.0,94,4,2925.531914893617
1075 GE,1775000.0,177,9,10028.24858757062
1054 MV,525000.0,63,3,8333.333333333334
1091 CJ,400000.0,52,2,7692.307692307692
1083 JR,375000.0,80,4,4687.5
1019 TJ,550000.0,87,2,6321.83908045977
1092 VX,525000.0,76,2,6907.894736842105
1015 KJ,760000.0,90,4,8444.444444444445
1032 EC,700000.0,123,6,5691.056910569106
1054 BJ,675000.0,75,3,9000.0
1102 AV,325000.0,97,4,3350.5154639175257
1098 XA,459000.0,75,3,6120.0
1053 GD,350000.0,46,2,7608.695652173913
1094 AE,325000.0,43,2,7558.139534883721
1068 ND,275000.0,81,3,3395.061728395062
1025 GW,275000.0,57,2,4824.561403508772
1062 EE,700000.0,140,5,5000.0
1106 AM,209000.0,59,2,3542.3728813559323
1017 XT,1325000.0,150,5,8833.333333333334
1017 KP,850000.0,120,3,7083.333333333333
1087 KH,485000.0,105,4,4619.047619047619
1078 CL,385000.0,53,2,7264.1509433962265
1036 LN,650000.0,125,5,5200.0
1058 JX,450000.0,64,3,7031.25
1087 DP,450000.0,87,3,5172.413793103448
1059 VL,600000.0,90,3,6666.666666666667
1069 EH,245000.0,71,3,3450.7042253521126
1051 VR,500000.0,70,3,7142.857142857143
1053 CM,600000.0,80,2,7500.0
1079 LW,595000.0,73,3,8150.684931506849
1072 BH,995000.0,127,4,7834.645669291339
1109 BW,475000.0,118,5,4025.423728813559
1103 TT,275000.0,78,3,3525.641025641026
1024 AK,285000.0,85,4,3352.9411764705883
1057 DB,585000.0,75,3,7800.0
1067 WD,310000.0,75,3,4133.333333333333
1082 VC,495000.0,81,4,6111.111111111111
1054 VX,475000.0,54,2,8796.296296296296
1055 NK,425000.0,57,3,7456.140350877193
1069 LW,875000.0,161,4,5434.782608695652
1054 XS,560000.0,73,3,7671.232876712329
1087 JA,700000.0,130,6,5384.615384615385
1054 DJ,1150000.0,144,6,7986.111111111111
1013 CK,,81,3,
1053 VN,1250000.0,149,6,8389.261744966443
1018 KB,275000.0,40,2,6875.0
1060 RZ,575000.0,145,5,3965.5172413793102
1054 KM,1025000.0,125,3,8200.0
1055 XN,340000.0,47,2,7234.04255319149
1058 ES,550000.0,125,5,4400.0
1051 MC,400000.0,59,2,6779.661016949152
1062 AL,235000.0,33,2,7121.212121212121
1034 LX,335000.0,93,4,3602.1505376344085
1061 MJ,975000.0,221,5,4411.764705882353
1019 RV,450000.0,64,2,7031.25
1093 SH,350000.0,53,2,6603.773584905661
1013 WJ,725000.0,118,4,6144.067796610169
1053 GB,340000.0,44,3,7727.272727272727
1018 AW,1175000.0,164,2,7164.634146341464
1025 HD,325000.0,92,4,3532.608695652174
1028 BP,700000.0,103,4,6796.116504854369
1068 WV,295000.0,82,3,3597.560975609756
1074 VA,335000.0,44,2,7613.636363636364
1053 NX,300000.0,38,2,7894.736842105263
1093 VD,600000.0,83,4,7228.915662650603
1075 CR,675000.0,72,3,9375.0
1057 GZ,495000.0,80,4,6187.5
1057 HJ,539000.0,75,3,7186.666666666667
1079 GL,499000.0,75,3,6653.333333333333
1054 JR,475000.0,67,3,7089.55223880597
1093 NK,800000.0,130,5,6153.846153846154
1077 DZ,1625000.0,257,9,6322.95719844358
1069 GB,315000.0,99,4,3181.818181818182
1060 SC,450000.0,111,4,4054.054054054054
1054 XJ,495000.0,54,3,9166.666666666666
1077 JE,550000.0,78,3,7051.282051282052
1087 LN,400000.0,89,3,4494.38202247191
1058 KN,525000.0,70,3,7500.0
1102 AP,350000.0,98,4,3571.4285714285716
1092 XB,620000.0,86,4,7209.302325581395
1034 SK,375000.0,89,5,4213.483146067416
1023 VP,550000.0,114,6,4824.561403508772
1053 HA,1095000.0,204,6,5367.64705882353
1021 JC,485000.0,93,5,5215.05376344086
1067 WC,385000.0,87,3,4425.287356321839
1023 NT,1575000.0,138,4,11413.04347826087
1083 EE,249000.0,33,2,7545.454545454545
1064 AE,350000.0,74,4,4729.72972972973
1069 RR,600000.0,136,4,4411.764705882353
1082 XW,425000.0,79,3,5379.7468354430375
1067 SC,345000.0,69,4,5000.0
1011 AW,640000.0,58,3,11034.48275862069
1011 AW,645000.0,58,3,11120.689655172413
1067 MT,350000.0,92,3,3804.3478260869565
1094 EZ,350000.0,65,2,5384.615384615385
1060 NV,475000.0,115,5,4130.434782608696
1012 VD,400000.0,46,1,8695.652173913044
1087 EM,450000.0,96,3,4687.5
1033 WW,450000.0,59,2,7627.118644067797
1091 NW,375000.0,54,3,6944.444444444444
1053 DS,485000.0,69,3,7028.985507246377
1071 GW,1100000.0,136,3,8088.235294117647
1025 AT,1000000.0,220,7,4545.454545454545
1076 TV,375000.0,43,2,8720.93023255814
1060 NX,525000.0,138,5,3804.3478260869565
1019 AL,1325000.0,162,4,8179.0123456790125
1034 LW,335000.0,92,4,3641.304347826087
1091 LM,400000.0,58,3,6896.551724137931
1077 KG,835000.0,124,3,6733.870967741936
1077 KG,885000.0,136,3,6507.35294117647
1078 VH,635000.0,81,3,7839.506172839506
1054 ER,1120000.0,129,5,8682.170542635658
1057 RH,375000.0,52,3,7211.538461538462
1067 LZ,400000.0,107,6,3738.3177570093458
1092 GA,285000.0,41,2,6951.219512195122
1104 GG,425137.0,92,4,4621.054347826087
1109 BK,549001.0,107,4,5130.85046728972
1066 LG,575000.0,134,6,4291.044776119403
1063 GN,500000.0,102,5,4901.9607843137255
1102 WX,179000.0,29,2,6172.413793103448
1015 ND,790000.0,90,3,8777.777777777777
1057 VX,350000.0,50,3,7000.0
1068 ZZ,425000.0,110,4,3863.6363636363635
1064 GV,600000.0,135,6,4444.444444444444
1077 SX,1099000.0,191,6,5753.926701570681
1069 DA,525000.0,112,5,4687.5
1025 SM,329000.0,74,4,4445.945945945946
1064 WV,445000.0,101,3,4405.940594059406
1069 LL,950000.0,174,6,5459.770114942528
1016 NG,800000.0,107,3,7476.6355140186915
1102 GL,350000.0,144,6,2430.5555555555557
1035 MA,875000.0,135,5,6481.481481481482
1056 EX,575000.0,78,3,7371.794871794872
1017 DT,700000.0,76,4,9210.526315789473
1034 CN,325000.0,80,4,4062.5
1098 JR,750000.0,102,5,7352.941176470588
1057 VE,500000.0,73,3,6849.315068493151
1097 WE,300000.0,48,2,6250.0
1064 WJ,675000.0,157,5,4299.363057324841
1075 XR,345000.0,34,2,10147.058823529413
1024 NZ,275000.0,64,3,4296.875
1063 VA,245000.0,45,2,5444.444444444444
1075 XR,385000.0,37,2,10405.405405405405
1075 XR,375000.0,35,2,10714.285714285714
1035 XE,300000.0,68,3,4411.764705882353
1058 GA,1200000.0,171,4,7017.543859649123
1069 KJ,499000.0,127,5,3929.1338582677167
1102 AC,325000.0,98,3,3316.326530612245
1054 ZT,480000.0,60,2,8000.0
1059 AR,475000.0,62,4,7661.290322580645
1072 HH,685000.0,78,3,8782.051282051281
1016 EX,550000.0,57,2,9649.122807017544
1060 RZ,550000.0,137,5,4014.598540145985
1075 AH,5850000.0,480,14,12187.5
1064 EB,330000.0,78,3,4230.7692307692305
1055 KL,375000.0,59,3,6355.932203389831
1019 DS,575000.0,107,3,5373.8317757009345
1015 AM,825000.0,98,4,8418.367346938776
1034 WN,515000.0,119,4,4327.731092436975
1102 HA,225000.0,65,2,3461.5384615384614
1075 EE,1050000.0,119,5,8823.529411764706
1055 JE,425000.0,80,4,5312.5
1033 CN,375000.0,63,5,5952.380952380952
1052 LN,1150000.0,145,5,7931.0344827586205
1055 GV,425000.0,71,4,5985.915492957746
1017 LN,1450000.0,124,5,11693.548387096775
1018 GS,850000.0,90,3,9444.444444444445
1011 PG,750000.0,114,4,6578.9473684210525
1035 KA,450000.0,107,4,4205.607476635514
1102 XH,235000.0,58,2,4051.7241379310344
1011 TV,600000.0,83,2,7228.915662650603
1068 WT,315000.0,81,3,3888.8888888888887
1054 GG,1250000.0,157,4,7961.783439490446
1081 JX,699000.0,98,3,7132.65306122449
1067 DZ,440000.0,115,6,3826.086956521739
1032 KK,450000.0,74,2,6081.081081081081
1024 VX,300000.0,78,4,3846.153846153846
1014 ZJ,475000.0,61,3,7786.88524590164
1092 GG,399000.0,66,4,6045.454545454545
1077 DC,790000.0,109,5,7247.706422018348
1057 KA,650000.0,77,3,8441.558441558442
1068 PA,375000.0,96,4,3906.25
1052 KD,365000.0,47,2,7765.95744680851
1069 RC,210000.0,47,2,4468.085106382979
1068 CS,269000.0,55,2,4890.909090909091
1058 EE,570000.0,96,4,5937.5
1012 JD,785000.0,112,3,7008.928571428572
1019 DN,500000.0,93,3,5376.344086021505
1079 JW,400000.0,53,3,7547.169811320755
1058 SJ,425000.0,55,3,7727.272727272727
1059 VL,700000.0,106,3,6603.773584905661
1064 AH,350000.0,75,3,4666.666666666667
1076 XB,360000.0,42,3,8571.42857142857
1011 EH,512000.0,64,2,8000.0
1074 VW,375000.0,45,2,8333.333333333334
1019 RW,750000.0,118,4,6355.932203389831
1103 KH,237000.0,53,3,4471.698113207547
1072 TA,375000.0,45,2,8333.333333333334
1011 HJ,560000.0,80,2,7000.0
1063 ML,250000.0,48,3,5208.333333333333
1019 AL,650000.0,87,4,7471.264367816092
1019 MA,1450000.0,273,5,5311.355311355312
1033 LG,275000.0,40,2,6875.0
1058 GX,550000.0,81,5,6790.123456790124
1069 GZ,349000.0,82,4,4256.09756097561
1067 MT,350000.0,92,3,3804.3478260869565
1013 GE,575000.0,80,3,7187.5
1017 BA,1000000.0,120,3,8333.333333333334
1025 HW,398000.0,102,3,3901.9607843137255
1107 PZ,280000.0,82,3,3414.6341463414633
1061 EA,350000.0,58,3,6034.482758620689
1013 BD,500000.0,76,3,6578.9473684210525
1051 RH,615000.0,95,4,6473.684210526316
1086 VA,575000.0,128,4,4492.1875
1013 HB,275000.0,31,2,8870.967741935483
1051 GP,644900.0,92,3,7009.782608695652
1054 XL,199000.0,21,1,9476.190476190477
1075 CB,685000.0,80,3,8562.5
1016 RJ,1300000.0,139,5,9352.51798561151
1095 MD,540000.0,94,3,5744.68085106383
1098 WR,475000.0,96,4,4947.916666666667
1069 EE,245000.0,61,3,4016.3934426229507
1031 CJ,1250000.0,180,9,6944.444444444444
1011 EJ,695000.0,96,3,7239.583333333333
1087 VS,348738.0,79,4,4414.405063291139
1087 VS,348738.0,79,4,4414.405063291139
1075 EW,1698000.0,205,5,8282.926829268292
1069 DW,275000.0,84,4,3273.809523809524
1063 MG,375000.0,118,4,3177.9661016949153
1066 JG,675000.0,129,4,5232.558139534884
1031 BV,849000.0,111,5,7648.648648648648
1061 DJ,539000.0,108,4,4990.740740740741
1016 VM,525000.0,59,4,8898.305084745763
1011 BS,1500000.0,194,9,7731.958762886598
1097 AE,295000.0,41,1,7195.121951219512
1097 AE,750000.0,117,1,6410.25641025641
1033 CP,350000.0,72,3,4861.111111111111
1058 AK,350000.0,51,3,6862.745098039216
1095 MB,599000.0,113,4,5300.884955752213
1068 JS,300000.0,79,4,3797.46835443038
